ra,dec,NUMBER_IN,FILENAME,X_POS,Y_POS,MJD-OBS,OBJECT,FILTER,EXPTIME,S-SEEING,AIRMASS,PC-ZP,PC-ZPSTD,QC-FLAG,FLAGS_MASK,BACKGROUND,MAG_OPT,MAGERR_OPT,SNR_OPT,LIMMAG_OPT,FNU_OPT,FNUERR_OPT,MAG_APER_R0.66xFWHM,MAGERR_APER_R0.66xFWHM,SNR_APER_R0.66xFWHM,FNU_APER_R0.66xFWHM,FNUERR_APER_R0.66xFWHM,MAG_APER_R1.5xFWHM,MAGERR_APER_R1.5xFWHM,SNR_APER_R1.5xFWHM,FNU_APER_R1.5xFWHM,FNUERR_APER_R1.5xFWHM,MAG_APER_R5xFWHM,MAGERR_APER_R5xFWHM,SNR_APER_R5xFWHM,FNU_APER_R5xFWHM,FNUERR_APER_R5xFWHM
243.60635,-61.06684,250,ML1_20240510_000305_red,4462.134823276985,5689.427734951508,60440.00215012705,16100,q,60.0,2.441434,1.1412568,23.772469,0.013915889,yellow,0,11.376974,13.723287,0.0016008525,678.22375,19.215687,11767.532,17.350515,14.401725,0.0020615063,526.6713,6299.5547,11.961074,13.857121,0.001667308,651.1911,10402.822,15.975068,13.633604,0.0028834715,376.53784,12780.809,33.94296
243.60635,-61.06684,250,ML1_20240510_000709_red,4461.479003632119,5696.172453643002,60440.00497458952,16100,q,60.0,2.351189,1.1422396,23.76368,0.015057957,yellow,0,10.955861,13.725224,0.0015905868,682.601,19.21524,11746.557,17.208525,14.3708515,0.0020382388,532.6835,6481.2603,12.167188,13.836579,0.0016515782,657.3931,10601.516,16.126598,13.630738,0.002811143,386.2259,12814.589,33.179
243.60635,-61.06684,250,ML1_20240510_001113_red,4459.168042077246,5700.802800064001,60440.007799046216,16100,q,60.0,2.2418847,1.1433924,23.75692,0.014900817,yellow,0,11.987048,13.726916,0.001590803,682.50824,19.196646,11728.256,17.18405,14.391674,0.0020566697,527.9099,6358.1445,12.043996,13.847262,0.0016534703,656.64087,10497.715,15.986996,13.643145,0.002726274,398.24908,12668.991,31.811728
243.60635,-61.06684,250,ML1_20240510_001516_red,4458.817681766757,5701.6169099399685,60440.010611784,16100,q,60.0,2.5245652,1.1447104,23.768475,0.013433474,yellow,0,12.396396,13.725855,0.0015982962,679.30853,19.232107,11739.729,17.281881,14.38009,0.0020466864,530.48486,6426.346,12.114099,13.843488,0.0016679028,650.9589,10534.278,16.182709,13.609036,0.0029418026,369.07172,13073.302,35.422115
243.60635,-61.06684,250,ML1_20240510_001919_red,4456.718393704987,5706.626019724489,60440.013424915305,16100,q,60.0,2.5318677,1.1461989,23.769194,0.013671845,yellow,0,11.682943,13.726248,0.0016040528,676.8706,19.23766,11735.485,17.337856,14.38593,0.0020512103,529.3149,6391.868,12.07574,13.852063,0.0016726468,649.1126,10451.402,16.101063,13.61512,0.0029243105,371.2794,13000.249,35.014732
243.60635,-61.06684,250,ML1_20240510_002322_red,4455.714602647408,5713.147638092807,60440.01623758941,16100,q,60.0,2.6963272,1.1478583,23.777525,0.016137758,yellow,0,12.219302,13.724607,0.0016090099,674.7853,19.224823,11753.222,17.41772,14.382431,0.0020514985,529.24054,6412.504,12.116426,13.849312,0.0016854197,644.1933,10477.922,16.265182,13.594978,0.0030580012,355.04767,13243.68,37.30113
243.60635,-61.06684,250,ML1_20240510_002726_red,4455.390437484043,5713.049155775645,60440.01906211549,16100,q,60.0,2.4841106,1.1496977,23.765068,0.014359526,yellow,0,12.72146,13.718051,0.0015971201,679.8088,19.189404,11824.414,17.393736,14.369256,0.002041688,531.7836,6490.7886,12.205695,13.832819,0.0016546374,656.1777,10638.295,16.21252,13.603588,0.0027895672,389.2131,13139.057,33.758003
243.60635,-61.06684,250,ML1_20240510_003129_red,4454.486773921813,5718.52719192628,60440.02186342362,16100,q,60.0,2.4605575,1.1516943,23.766356,0.014693405,yellow,0,11.610399,13.721367,0.0015955936,680.4591,19.2248,11788.355,17.32412,14.3960705,0.0020602716,526.98694,6332.452,12.016336,13.844034,0.0016633564,652.73816,10528.977,16.130476,13.612943,0.0028885144,375.88046,13026.348,34.65556
243.60635,-61.06684,250,ML1_20240510_003533_red,4452.730106908632,5727.540867846768,60440.02468790908,16100,q,60.0,2.2960708,1.1538825,23.759798,0.01410188,yellow,0,12.407029,13.71254,0.0015882748,683.59467,19.237091,11884.587,17.38543,14.377625,0.0020522866,529.0373,6440.9497,12.17485,13.827531,0.0016488566,658.4782,10690.24,16.234766,13.622166,0.0027775445,390.89786,12916.161,33.042294
243.60635,-61.06684,250,ML1_20240510_003937_red,4450.760337139828,5729.302849029997,60440.02751266069,16100,q,60.0,2.491241,1.156248,23.77071,0.015283351,yellow,0,12.94659,13.704721,0.0015883279,683.57184,19.208647,11970.478,17.511662,14.366035,0.0020343887,533.6916,6510.0747,12.198195,13.828888,0.0016573381,655.1084,10676.889,16.297895,13.603433,0.0029445789,368.72372,13140.945,35.639
243.60635,-61.06684,250,ML1_20240510_004341_red,4449.628042844637,5731.8974384961375,60440.03033713445,16100,q,60.0,2.3231428,1.1587914,23.760723,0.013109167,yellow,0,13.613241,13.702426,0.0015781122,687.9968,19.208519,11995.814,17.435858,14.364724,0.0020344998,533.6625,6517.936,12.213593,13.819706,0.0016402255,661.94324,10767.565,16.2666,13.617479,0.0027936094,388.64993,12972.032,33.377163
243.60635,-61.06684,250,ML1_20240510_004744_red,4448.403327674218,5738.076868329391,60440.03315002817,16100,q,60.0,2.3206918,1.1615032,23.766876,0.015414757,yellow,0,11.815146,13.693298,0.0015725843,690.4153,19.175095,12097.08,17.521456,14.360218,0.0020236236,536.5307,6545.047,12.19883,13.820615,0.0016365997,663.4098,10758.555,16.217058,13.618931,0.002800847,387.64566,12954.698,33.41892
243.60635,-61.06684,250,ML1_20240510_005148_red,4447.992199137847,5742.533309507462,60440.03597473332,16100,q,60.0,2.2984674,1.1644075,23.761179,0.01300792,yellow,0,11.666882,13.692481,0.0015674296,692.6857,19.2093,12106.193,17.477179,14.34601,0.0020136493,539.18835,6631.254,12.298586,13.805022,0.0016197222,670.32245,10914.17,16.281971,13.606771,0.002664023,407.55508,13100.599,32.144363
243.60635,-61.06684,250,ML1_20240510_005553_red,4446.423488297347,5744.0530496564415,60440.03881053232,16100,q,60.0,2.2695427,1.1675074,23.759043,0.012398829,yellow,0,12.653168,13.684979,0.0015646421,693.91986,19.174322,12190.128,17.567055,14.337876,0.0020103664,540.0688,6681.12,12.370869,13.797347,0.0016155114,672.06964,10991.594,16.354843,13.6009,0.002625266,413.57184,13171.63,31.848469
243.60635,-61.06684,250,ML1_20240510_005957_red,4445.2537007088495,5748.820570458758,60440.04163489018,16100,q,60.0,2.3139176,1.1707801,23.763046,0.013573854,yellow,0,10.382247,13.673496,0.0015619308,695.12445,19.172125,12319.741,17.723072,14.331207,0.0020078241,540.7526,6722.284,12.431348,13.791363,0.0016196287,670.36115,11052.349,16.487156,13.58663,0.002717459,399.54095,13345.891,33.40306
243.60635,-61.06684,250,ML1_20240510_010401_red,4443.847414272928,5756.8492379397885,60440.044459311655,16100,q,60.0,2.3982487,1.1742396,23.766954,0.015278406,yellow,0,12.903238,13.685079,0.0015692271,691.89233,19.191902,12189.013,17.61692,14.3559265,0.0020228585,536.73364,6570.967,12.24251,13.806145,0.001625844,667.79846,10902.897,16.326628,13.5938015,0.0027343782,397.06876,13258.035,33.389774
243.60635,-61.06684,250,ML1_20240510_010805_red,4443.154822660115,5756.941473498914,60440.04728372151,16100,q,60.0,2.4713,1.177888,23.769382,0.013440382,yellow,0,12.446407,13.6824665,0.0015666315,693.0387,19.1775,12218.374,17.630148,14.324079,0.0019991486,543.0993,6766.571,12.459178,13.792124,0.0016295036,666.29877,11044.616,16.57607,13.576879,0.002870232,378.2747,13466.305,35.599274
243.60635,-61.06684,250,ML1_20240510_011209_red,4440.815826267514,5761.172616525272,60440.05010830496,16100,q,60.0,2.1870072,1.1817278,23.764132,0.014734565,yellow,0,11.622219,13.671623,0.0015583534,696.7201,19.185863,12341.01,17.71301,14.350543,0.0020269747,535.6437,6603.6304,12.328402,13.79347,0.0016184386,670.85406,11030.917,16.443094,13.60301,0.002666802,407.1304,13146.064,32.28957
243.60635,-61.06684,250,ML1_20240510_011612_red,4439.688284330441,5769.292808980789,60440.05292148779,16100,q,60.0,2.2750523,1.1857443,23.761513,0.016585788,yellow,0,11.362699,13.672553,0.001566287,693.1911,19.184742,12330.441,17.78794,14.352514,0.002035307,533.4508,6591.653,12.356627,13.792043,0.0016222983,669.258,11045.434,16.504,13.58688,0.0026451123,410.4688,13342.83,32.506317
243.60635,-61.06684,250,ML1_20240510_012015_red,4438.0984843758,5773.976543415414,60440.05573420763,16100,q,60.0,2.360468,1.1899543,23.766289,0.017344799,yellow,0,13.703295,13.670552,0.0015639728,694.21686,19.17565,12353.189,17.794426,14.334839,0.0020119736,539.6374,6699.839,12.415446,13.791424,0.0016255734,667.9096,11051.737,16.546755,13.589192,0.0028042472,387.1756,13314.447,34.388653
243.60635,-61.06684,250,ML1_20240510_012419_red,4437.206805426837,5775.6952403722535,60440.05855868108,16100,q,60.0,2.470798,1.1943798,23.766012,0.014089891,yellow,0,12.999553,13.684866,0.0015724667,690.4669,19.19112,12191.3955,17.656742,14.341764,0.0020173283,538.205,6657.238,12.369334,13.798185,0.0016357782,663.7429,10983.114,16.547241,13.582314,0.0028909014,375.5701,13399.0625,35.676594
243.60635,-61.06684,250,ML1_20240510_012822_red,4435.640521274018,5782.619019204241,60440.06137140671,16100,q,60.0,2.584921,1.1989866,23.771385,0.016723342,yellow,0,11.296483,13.681143,0.0015808967,686.78503,19.215662,12233.282,17.812387,14.33011,0.0020144798,538.966,6729.085,12.485175,13.801381,0.0016566465,655.38196,10950.834,16.709087,13.562463,0.0030374997,357.44403,13646.289,38.177414
243.60635,-61.06684,250,ML1_20240510_013226_red,4434.0819601430685,5789.646931597923,60440.064196047984,16100,q,60.0,2.7989922,1.2038164,23.792707,0.019040575,yellow,0,14.064476,13.700826,0.0016001477,678.5225,19.208048,12013.501,17.705383,14.387724,0.0020457394,530.7304,6381.3115,12.023642,13.848531,0.001690876,642.11456,10485.453,16.329567,13.585841,0.0032260753,336.55017,13355.595,39.683815
243.60635,-61.06684,250,ML1_20240513_235127_red,4503.975264821615,5652.214458563333,60443.99407337848,16100,q,60.0,2.7438467,1.1422647,23.745878,0.0147692375,orange,0,12.359385,13.729004,0.0016287107,666.62317,19.177767,11705.724,17.55973,14.367334,0.0020656511,525.6145,6502.2856,12.370827,13.838879,0.0017113663,634.42645,10579.093,16.675049,13.576996,0.0032130473,337.91476,13464.852,39.846886
243.60635,-61.06684,250,ML1_20240513_235544_red,4502.549585476255,5657.98586286612,60443.99703933802,16100,q,60.0,2.6138813,1.143483,23.756853,0.014350194,yellow,0,12.9464655,13.723569,0.0016177944,671.1213,19.22918,11764.473,17.52958,14.353343,0.0020370178,533.0028,6586.622,12.357575,13.842577,0.0016966726,639.92084,10543.121,16.475666,13.606153,0.0032005513,339.2341,13108.081,38.64022
243.60635,-61.06684,250,ML1_20240514_000001_red,4500.678224979271,5657.44386502696,60444.00001445279,16100,q,60.0,2.7926795,1.1448946,23.763308,0.015546803,yellow,0,13.988943,13.731092,0.0016203839,670.0487,19.23894,11683.228,17.436386,14.291939,0.001986798,546.47534,6969.8687,12.754223,13.826905,0.0017014118,638.13837,10696.398,16.76188,13.585739,0.003299445,329.0663,13356.854,40.590157
243.60635,-61.06684,250,ML1_20240514_000416_red,4498.887328789559,5661.537721991891,60444.00296605451,16100,q,60.0,2.692021,1.1464832,23.762531,0.014090199,yellow,0,12.765443,13.710949,0.0016080677,675.18066,19.195808,11902.012,17.627892,14.3003645,0.0019859213,546.7166,6915.983,12.650032,13.826357,0.0016818445,645.56274,10701.81,16.57749,13.587678,0.0031489518,344.79288,13333.028,38.669674
243.60635,-61.06684,250,ML1_20240514_000837_red,4497.476707169029,5667.911373753755,60444.00598722891,16100,q,60.0,2.4559925,1.1483047,23.749662,0.012188929,yellow,0,11.502806,13.718965,0.0016018418,677.80493,19.214933,11814.466,17.430481,14.333086,0.002020326,537.40643,6710.666,12.487134,13.816754,0.001660277,653.9488,10796.881,16.510284,13.601012,0.002943511,368.85754,13170.28,35.7056
243.60635,-61.06684,250,ML1_20240514_001250_red,4495.96280263794,5673.955957143872,60444.00891593102,16100,q,60.0,2.7627928,1.1502601,23.766106,0.015470673,yellow,0,13.589859,13.717076,0.0016073295,675.4908,19.224018,11835.031,17.520641,14.287584,0.0019696816,551.2242,6997.8794,12.69516,13.821185,0.0016752082,648.1201,10752.902,16.59091,13.5842,0.0031433722,345.40488,13375.803,38.724995
243.60635,-61.06684,250,ML1_20240514_231215_red,4509.72133603484,5613.9709192956125,60444.96685064106,16100,q,60.0,2.6957104,1.1393421,23.588547,0.013197652,orange,0,12.139745,13.699785,0.0017059783,636.43024,19.16648,12025.019,18.89448,14.209985,0.0020581288,527.5355,7516.3286,14.248005,13.773926,0.0017714648,612.903,11231.286,18.324736,13.555577,0.0033110862,327.90933,13733.105,41.8808
243.60635,-61.06684,250,ML1_20240514_231618_red,4509.587399723842,5622.389187492704,60444.96966301052,16100,q,60.0,2.1290421,1.1390328,23.7541,0.014773179,yellow,0,10.838485,13.704385,0.0015750463,689.33606,19.2442,11974.189,17.370613,14.33868,0.0020082542,540.63684,6676.1724,12.348719,13.814925,0.0016267669,667.4196,10815.079,16.204317,13.638554,0.0026739358,406.0442,12722.667,31.333208
243.60635,-61.06684,250,ML1_20240514_232021_red,4508.280468177754,5624.609203512664,60444.97247552461,16100,q,60.0,3.8949964,1.1388906,23.814013,0.027951092,yellow,0,11.583347,13.711894,0.0015910211,682.4147,19.297768,11891.659,17.425854,14.073277,0.0017596976,617.0016,8524.892,13.816644,13.820576,0.0017427063,623.0173,10758.936,17.269081,13.391704,0.0035173497,308.68018,15970.489,51.737984
243.60635,-61.06684,250,ML1_20240514_232424_red,4506.423349968996,5625.825096294232,60444.97528881994,16100,q,60.0,2.3105655,1.1389154,23.752357,0.014460777,yellow,0,12.926175,13.716853,0.001591178,682.3474,19.190247,11837.47,17.348156,14.338651,0.0020112563,539.82983,6676.357,12.36752,13.822707,0.0016444701,660.2346,10737.843,16.263678,13.627607,0.0028243342,384.422,12851.592,33.430946
243.60635,-61.06684,250,ML1_20240514_232827_red,4505.013462083455,5648.637903762917,60444.97810131085,16100,q,60.0,2.8248966,1.139107,23.76975,0.015398525,yellow,0,12.932911,13.7245,0.0016052276,676.37524,19.235722,11754.395,17.378511,14.246603,0.0019342975,561.30774,7267.0586,12.946656,13.812996,0.0016795911,646.42883,10834.308,16.760248,13.566136,0.0032283687,336.31107,13600.206,40.439365
243.60635,-61.06684,250,ML1_20240515_001000_red,4481.988683348296,5605.636329013424,60445.00694908791,16100,q,60.0,2.4434047,1.1508211,23.744768,0.015974332,orange,0,10.555061,13.709917,0.0016076218,675.3679,19.19497,11913.328,17.63976,14.321926,0.0020147974,538.88104,6780.0015,12.581629,13.819924,0.0016717624,649.456,10765.4,16.576027,13.609893,0.003045707,356.48083,13062.991,36.644302
243.60635,-61.06684,250,ML1_20240515_001115_red,4482.786872858515,5604.303881905106,60445.00781268149,16100,q,60.0,2.5135927,1.1514485,23.735067,0.013853236,yellow,0,11.533895,13.7056,0.0016090525,674.7674,19.185791,11960.796,17.725805,14.281427,0.0019924964,544.9125,7037.6743,12.915238,13.799715,0.0016741438,648.5322,10967.659,16.91151,13.587265,0.0031291454,346.9753,13338.1045,38.441074
243.60635,-61.06684,250,ML1_20240515_223934_red,4529.51139077873,5611.879449095354,60445.944153664976,16100,q,60.0,2.5823243,1.1463743,23.580256,0.017767921,orange,0,12.133876,13.67892,0.0017019075,637.9526,19.140602,12258.356,19.215153,14.276759,0.0021277806,510.26697,7067.999,13.851571,13.779261,0.0017683876,613.96954,11176.237,18.203243,13.561986,0.0031885768,340.50806,13652.292,40.093887
243.60635,-61.06684,250,ML1_20240515_225913_red,4521.349163888204,5633.062154964104,60445.95780084471,16100,q,60.0,3.9184468,1.1406518,23.788816,0.022686131,yellow,0,10.057651,13.701644,0.0016131457,673.0553,19.28949,12004.452,17.83576,14.150591,0.0018583854,584.23627,7938.955,13.588604,13.808268,0.0017615383,616.3568,10881.595,17.6547,13.379297,0.0035611338,304.88498,16154.021,52.98399
243.60635,-61.06684,250,ML1_20240515_230028_red,4521.089979623343,5636.989660780622,60445.95866584475,16100,q,60.0,2.6622179,1.140423,23.740612,0.015481483,yellow,0,11.819715,13.704526,0.0016048657,676.5278,19.18961,11972.63,17.697174,14.342926,0.002035875,533.30194,6650.121,12.46971,13.813223,0.001664282,652.3751,10832.052,16.604023,13.572278,0.0029094787,373.17206,13523.488,36.239285
243.60635,-61.06684,250,ML1_20240515_230432_red,4519.155764401191,5636.217202562715,60445.961481982114,16100,q,60.0,4.0326605,1.1397879,23.779455,0.026772855,yellow,0,10.734909,13.721111,0.0016139616,672.715,19.290552,11791.13,17.527674,14.112431,0.0018263534,594.4831,8222.951,13.832104,13.805738,0.00176738,614.3196,10906.984,17.754576,13.355037,0.003542898,306.45425,16519.047,53.903797
243.60635,-61.06684,250,ML1_20240515_230835_red,4517.1365524107005,5638.017695180051,60445.9642947051,16100,q,60.0,3.1689456,1.1393212,23.769459,0.022798453,yellow,0,12.506408,13.702278,0.0016096944,674.4983,19.223394,11997.44,17.787207,14.241451,0.0019346768,561.1977,7301.624,13.010788,13.813355,0.0016949568,640.56866,10830.729,16.907991,13.529782,0.003261489,332.89584,14063.291,42.24532
243.60635,-61.06684,250,ML1_20240518_225702_red,4601.782453246538,5609.370527633284,60448.95627320478,16100,q,60.0,2.3830256,1.139301,23.44874,0.03148783,yellow,0,11.675152,13.701042,0.0019043754,570.1272,19.038383,12011.105,21.067413,14.350111,0.002386993,454.8552,6606.2607,14.523876,13.811,0.0020122621,539.56,10854.257,20.116867,13.608862,0.004500787,241.23251,13075.401,54.20248
243.60635,-61.06684,250,ML1_20240518_230104_red,4600.675358042314,5619.234662632535,60448.95907926992,16100,q,60.0,2.4635534,1.1390127,23.728306,0.017141897,yellow,0,12.805656,13.714847,0.0016727775,649.06195,19.17803,11859.366,18.271547,14.350862,0.0020827453,521.3005,6601.6953,12.663897,13.825337,0.0017649209,615.17554,10711.859,17.412687,13.601983,0.0038735298,280.29633,13158.511,46.945
243.60635,-61.06684,250,ML1_20240518_230506_red,4599.30050916699,5621.386087704139,60448.96188047391,16100,q,60.0,2.2426527,1.1388906,23.721498,0.016074948,yellow,0,12.181015,13.723316,0.0016652128,652.0105,19.19905,11767.21,18.047577,14.362187,0.002096645,517.84454,6533.185,12.616113,13.825991,0.0017552912,618.5505,10705.415,17.307262,13.631103,0.0037691933,288.05533,12810.285,44.471615
243.60635,-61.06684,250,ML1_20240518_230909_red,4596.663126648626,5622.818394724836,60448.96469419541,16100,q,60.0,2.4984353,1.1389346,23.72776,0.01755573,yellow,0,14.254184,13.728718,0.0016923681,641.5485,19.171227,11708.817,18.250868,14.385449,0.0021263491,510.6105,6394.7,12.523636,13.847071,0.0018099137,599.8829,10499.566,17.502695,13.611222,0.004110003,264.1692,13047.015,49.388855
243.60635,-61.06684,250,ML1_20240518_231313_red,4594.642969336212,5645.372977217209,60448.96751786498,16100,q,60.0,2.5881011,1.1391468,23.725925,0.017533727,yellow,0,16.317436,13.737741,0.0017287015,628.0646,19.15697,11611.904,18.488392,14.448156,0.0021948859,494.66635,6035.8354,12.201832,13.88516,0.00185177,586.3234,10137.606,17.290127,13.616794,0.0041287025,262.97275,12980.219,49.359562
243.60635,-61.06684,250,ML1_20240518_231717_red,4593.850203432183,5644.896198062519,60448.970342310015,16100,q,60.0,2.1273324,1.1395276,23.720497,0.015692087,yellow,0,16.3727,13.723228,0.0016614594,653.48346,19.176754,11768.156,18.008347,14.376742,0.0020983662,517.41974,6446.1875,12.458333,13.832317,0.001727443,628.52216,10643.207,16.933702,13.654369,0.003476811,312.2793,12538.687,40.152153
243.60635,-61.06684,250,ML1_20240518_232120_red,4590.763798653006,5649.063844161348,60448.97315510562,16100,q,60.0,2.8694706,1.1400744,23.73502,0.019144306,yellow,0,16.770325,13.730915,0.001724664,629.5349,19.167444,11685.138,18.56154,14.393935,0.0021526837,504.364,6344.9146,12.58003,13.852023,0.0018650385,582.1521,10451.783,17.953697,13.577684,0.0043642623,248.77885,13456.306,54.089428
243.60635,-61.06684,250,ML1_20240518_232524_red,4591.013845686622,5656.26668002199,60448.97597955648,16100,q,60.0,2.1670604,1.140792,23.721252,0.017214777,yellow,0,16.345703,13.728974,0.0016685687,650.6991,19.178486,11706.045,17.98995,14.365432,0.00209475,518.313,6513.6943,12.567105,13.833835,0.0017415743,623.42224,10628.359,17.04841,13.649635,0.00359138,302.31726,12593.485,41.65652
243.60635,-61.06684,250,ML1_20240518_232927_red,4587.702455505574,5654.9443314645205,60448.97879269354,16100,q,60.0,2.5845187,1.1416752,23.732859,0.016444545,yellow,0,15.118931,13.725265,0.0016996466,638.80115,19.177563,11746.111,18.387741,14.384112,0.0021196136,512.2331,6402.5825,12.499353,13.850958,0.0018018341,602.57275,10462.048,17.362297,13.608786,0.003980307,272.777,13076.324,47.937782
243.60635,-61.06684,250,ML1_20240519_004502_red,4580.753391438696,5724.848690799635,60449.03127655921,16100,q,60.0,2.4030714,1.1900865,23.73014,0.017558483,yellow,0,11.615501,13.682856,0.001630291,665.9769,19.16737,12213.999,18.339973,14.314894,0.00204946,529.76697,6824.0513,12.881232,13.787327,0.0017169107,632.37775,11093.506,17.542532,13.575987,0.0035806447,303.22363,13477.36,44.44693
243.60635,-61.06684,250,ML1_20240610_223956_red,4450.2602654579405,5702.244941533492,60471.94439914513,16100,q,60.0,2.933703,1.1601801,23.542723,0.02125227,yellow,0,18.6126,17.228931,0.012995638,83.5462,20.745823,466.04446,5.5782843,17.821266,0.041878384,25.925934,270.0807,10.417395,17.17791,0.054322463,19.986874,488.468,24.43944,17.33513,0.31405103,3.4571965,422.61746,122.24283
243.60635,-61.06684,250,ML1_20240612_183847_red,4616.635199489188,5635.690021933326,60473.77693825181,16100,q,60.0,2.686474,1.297048,23.727013,0.015112024,orange,0,11.562435,13.701043,0.0016320611,665.25464,19.189178,12011.102,18.054893,14.258193,0.001995927,543.9759,7189.901,13.217316,13.799265,0.0017037499,637.26263,10972.202,17.217709,13.569225,0.0032438273,334.70837,13561.558,40.517532
243.60635,-61.06684,250,ML1_20240612_194119_red,4586.415640269504,5634.079951272846,60473.82035963437,16100,q,60.0,2.3014865,1.1985761,23.706831,0.0144424,yellow,0,10.321646,13.712883,0.001626881,667.37286,19.162601,11880.83,17.802387,14.320479,0.0020525644,528.9657,6789.038,12.834553,13.808115,0.0016836079,644.8866,10883.128,16.876034,13.61367,0.0029430878,368.91055,13017.619,35.286655
243.60635,-61.06684,250,ML1_20240612_220436_red,4506.038598874403,5683.688475791179,60473.91986709689,16100,q,60.0,2.2127476,1.1458373,23.711512,0.015230254,orange,0,9.090012,13.688729,0.0015855283,684.7789,19.161188,12148.094,17.740171,14.285238,0.0019998841,542.89954,7013.013,12.917701,13.789191,0.0016379219,662.8742,11074.481,16.706762,13.608629,0.0026268803,413.3177,13078.202,31.64201
243.60635,-61.06684,250,ML1_20240613_211538_red,4512.401344483125,5597.811721378294,60474.885857927686,16100,q,60.0,2.6627514,1.1392654,23.55328,0.017813269,orange,0,12.060424,13.720482,0.0017562114,618.2264,19.123697,11797.968,19.083572,14.233247,0.0021120287,514.0727,7357.0063,14.311218,13.801565,0.001821914,595.93164,10948.979,18.372877,13.584156,0.0034154053,317.8938,13376.341,42.07802
243.60635,-61.06684,250,ML1_20240613_211941_red,4512.268104909696,5607.125326088993,60474.88867052863,16100,q,60.0,3.8827055,1.1390098,23.781424,0.021335281,yellow,0,10.475499,13.751172,0.0016264007,667.56995,19.146578,11469.152,17.18045,14.160539,0.0018649511,582.17944,7866.552,13.512246,13.837879,0.001791911,605.90967,10588.84,17.475939,13.394607,0.0035969263,301.8511,15927.84,52.767204
243.60635,-61.06684,250,ML1_20240613_212344_red,4511.337289974555,5624.895490382921,60474.89148319901,16100,q,60.0,2.1055987,1.1389211,23.735376,0.011869682,yellow,0,12.291722,13.718881,0.0016048682,676.52673,19.172506,11815.377,17.46476,14.353062,0.0020463415,530.5743,6588.327,12.417351,13.828867,0.001660687,653.78735,10677.088,16.331133,13.652952,0.0027737818,391.42807,12555.0625,32.07502
243.60635,-61.06684,250,ML1_20240613_212748_red,4509.802043135099,5628.202982516381,60474.89430727578,16100,q,60.0,2.1007411,1.139,23.737114,0.011703266,yellow,0,12.384731,13.719839,0.001603414,677.1403,19.193325,11804.958,17.433548,14.338084,0.0020280394,535.3625,6679.846,12.47724,13.829909,0.0016553379,655.9,10666.854,16.262926,13.656988,0.0027381713,396.51868,12508.488,31.545773
243.60635,-61.06684,250,ML1_20240613_213152_red,4508.008441015849,5636.000724536745,60474.89713195441,16100,q,60.0,2.102413,1.1392474,23.737455,0.012906621,yellow,0,12.279977,13.71722,0.0015974201,679.6811,19.180042,11833.461,17.410315,14.344541,0.002033063,534.0396,6640.2407,12.433985,13.825706,0.0016524941,657.0288,10708.228,16.297958,13.648254,0.002746919,395.25595,12609.512,31.902142
243.60635,-61.06684,250,ML1_20240613_213556_red,4506.277305890399,5636.010362777959,60474.89995655202,16100,q,60.0,2.0755618,1.1396632,23.731237,0.011947693,yellow,0,12.336414,13.714113,0.0016003828,678.4228,19.156467,11867.381,17.492603,14.3592,0.0020520086,529.10895,6551.1855,12.381544,13.825924,0.0016555138,655.8303,10706.07,16.324451,13.64925,0.0027314622,397.49265,12597.948,31.693539
243.60635,-61.06684,250,ML1_20240613_214001_red,4504.166042978962,5638.691904188759,60474.902792475004,16100,q,60.0,2.182677,1.1402506,23.731678,0.014331977,yellow,0,11.7019205,13.71207,0.0016041955,676.8104,19.172022,11889.722,17.567286,14.355652,0.0020548475,528.378,6572.6245,12.439247,13.821181,0.0016613821,653.51373,10752.938,16.454035,13.631881,0.0028001417,387.7433,12801.101,33.014374
243.60635,-61.06684,250,ML1_20240613_214406_red,4502.7205161901775,5646.010713809426,60474.90562852532,16100,q,60.0,2.1253479,1.1410083,23.731197,0.012329767,yellow,0,10.6929,13.711968,0.0015987812,679.1024,19.197945,11890.838,17.509638,14.358909,0.0020548203,528.38495,6552.943,12.4018345,13.818531,0.0016488082,658.4975,10779.224,16.369421,13.633946,0.0026289115,412.99835,12776.783,30.936644
243.60635,-61.06684,250,ML1_20240613_214812_red,4501.2588667070295,5649.829477043556,60474.90847630032,16100,q,60.0,2.1370966,1.1419412,23.730152,0.013122177,yellow,0,11.418011,13.703312,0.0015939963,681.141,19.176933,11986.028,17.596985,14.3348465,0.0020339107,533.817,6699.794,12.550731,13.808136,0.0016431904,660.74884,10882.923,16.470589,13.627348,0.002647843,410.04553,12854.668,31.349367
243.60635,-61.06684,250,ML1_20240613_215217_red,4499.028897220294,5649.686447387554,60474.91131229278,16100,q,60.0,2.1196232,1.143042,23.733461,0.013657092,yellow,0,11.732109,13.700756,0.0015917709,682.09326,19.165539,12014.272,17.613827,14.353184,0.0020462056,530.6095,6587.5903,12.415138,13.8173065,0.0016504228,657.85333,10791.38,16.40393,13.6384735,0.0027422172,395.9337,12723.6045,32.135696
243.60635,-61.06684,250,ML1_20240613_215620_red,4497.128733616151,5657.12821531803,60474.91412495746,16100,q,60.0,2.080188,1.1443037,23.730488,0.015041201,yellow,0,11.398249,13.693666,0.0015766555,688.63245,19.149008,12092.9795,17.560862,14.342981,0.0020351596,533.48944,6649.786,12.464702,13.802237,0.0016326576,665.01154,10942.221,16.454182,13.6190815,0.0026214428,414.17505,12952.9,31.273975
